Job Title;Company Name;Job City;Job Rating;Job Post Date
Senior Data Scientist - Technical Institute, Evidence for Ac...;GENENTECH;South San Francisco;4.1;2
Decision Scientist;Facebook;Menlo Park;4.2;30+
Head of Data Science;Twitter;San Francisco;4.1;30+
Machine Learning Inference Engineer;Cruise;San Francisco;2.9;30+
Cloud Data Engineer, Revenue Science;Twitter;San Francisco;4.1;30+
Intern, Machine Learning Robotics;Autodesk;San Francisco;4.1;30+
Data Scientist, SPG Systems Engineering;Apple;Santa Clara Valley;4.2;30+
Senior Operations Data Analyst;GENENTECH;South San Francisco;4.1;1
Data Scientist - Business Growth;JD.com;Mountain View;4.2;30+
Machine Learning Researcher (NLP) - Cortex Applied Machine L...;Twitter;San Francisco;4.1;30+
Cybersecurity Data Scientist;Lawrence Livermore National Laboratory;Livermore;4.2;30+
VP Product Data Science & Engineering;Netflix;Los Gatos;3.9;30+
Data Scientist, Analytics - AI Model Measurement Platform;Facebook;Menlo Park;4.2;30+
Cloud Data Architect-AWS;Altais;Oakland;None;30+
VP, AI and Machine Learning;Getty Images;San Francisco;3.9;30+
Core Tech TPM - Data Operations;Facebook;Menlo Park;4.2;30+
Lead Data Scientist;Nutanix;San Jose;3.9;30+
Bioinformatics Associate Data Scientist;Lawrence Berkeley National Laboratory;San Francisco Bay Area;4.2;30+
Statistical Data Analyst;CareDx;South San Francisco;2.8;30+
Particle Data Group Staff Scientist;Lawrence Berkeley National Laboratory;San Francisco Bay Area;4.2;30+
VP of Data Science;Keewi;Santa Clara;None;30+
Data Scientist/Process Engineer III - (E3);Applied Materials Inc.;Santa Clara;3.9;30+
Principal Researcher - Distributed Artificial Intelligence;Toyota;Mountain View;4.0;2
Decision Scientist, Revenue Acceleration, Google Cloud;Google;Sunnyvale;4.3;30+
Data Science Manager, Instagram Creation;Facebook;San Francisco;4.2;30+
Senior Data Analyst;Grove Collaborative;San Francisco;2.8;30+
Senior People Data Analyst;Dropbox;San Francisco;3.7;30+
Data Scientist, Analytics - Messenger Growth;Facebook;Menlo Park;4.2;30+
Staff Data Scientist - NLP;Walmart;Sunnyvale;3.5;30+
Marketing Decision Scientist;MachineZone;Palo Alto;2.6;30+
Data Science Manager - Aviation;Uber;San Francisco;3.8;12
Accenture Strategy - Enterprise Data & Analytics Consultant...;Accenture;San Francisco;4.0;1
Data Science Manager, Trust & Safety;Credit Karma;San Francisco;3.2;12
Channel Strategy Decision Scientist;PayPal;San Jose;3.9;5
Machine Learning Scientist;PlusAI;Cupertino;None;30+
Machine Learning Engineer;Upstart;San Mateo;3.5;30+
Data Engineer / Scientist (Spark + AI 2019);Apple;Santa Clara Valley;4.2;30+
Senior Data Scientist - Imaging and Omics Analytics, Persona...;GENENTECH;South San Francisco;4.1;1
Machine Learning Engineer;Toyota Research Institute;Los Altos;3.8;30+
Lead Statistical Analyst;University of California San Francisco;San Francisco;4.2;2
Senior Data Scientist, Ad Platforms Data Analytics;Apple;Santa Clara Valley;4.2;30+
Sr. Data Scientist - Deep Learning and NLP Expert;Allstate;Redwood City;3.8;3
Data and Policy Analyst - Statistical Programmer;Acumen LLC;Burlingame;3.5;30+
Assoc. Director, R & D Information Systems, Data Scientist;Gilead Sciences;Foster City;3.6;30+
Senior Principal Data Analyst;UnitedHealth Group;Walnut Creek;3.6;30+
Data Science-Lead;Wipro LTD;San Francisco;3.8;30+
Sr. Data and Machine Learning Specialist;Enphase Energy;Petaluma;3.3;30+
Cybersecurity Data Scientist;Lawrence Livermore National Laboratory;Livermore;4.2;30+
Machine Learning Scientist;PlusAI;Cupertino;None;30+
Content Analytics Leader, Data Science and Engineering;Netflix;Los Gatos;3.9;30+
Senior Risk Data Scientist;Bill.com;Palo Alto;3.4;30+
Search Data Scientist, Apple Media Products;Apple;Santa Clara Valley;4.2;30+
Senior Data Scientist - Imaging and Omics Analytics, Persona...;GENENTECH;South San Francisco;4.1;1
Quantitative Analytics Manager 1- Decision Science and Artif...;Wells Fargo;San Francisco;3.7;9
Siri - ML Engineer - Data Analytics;Apple;Santa Clara Valley;4.2;30+
Manager, Data Science;Sony Interactive Entertainment PlayStation;San Mateo;3.8;18
Data Science Manager, Instagram Creation;Facebook;San Francisco;4.2;30+
Data Engineer / Scientist (Spark + AI 2019);Apple;Santa Clara Valley;4.2;30+
Data Scientist, Analytics - Messenger Growth;Facebook;Menlo Park;4.2;30+
Data and Policy Analyst - Statistical Programmer;Acumen LLC;Burlingame;3.5;30+
Machine Learning Engineer;UnifyID;Redwood City;None;30+
Software Engineer, Data Science;Forward;San Francisco;None;30+
Senior Data Analyst;Grid Dynamics;Sunnyvale;None;30+
Senior Data Scientist;MANTICORE GAMES;San Mateo;None;30+
Machine Learning Inference Engineer;Cruise;San Francisco;2.9;30+
Senior Data Scientist, Ad Platforms Data Analytics;Apple;Santa Clara Valley;4.2;30+
Research Engineer/Applied Scientist, Salesforce Research (En...;Salesforce;Palo Alto;4.2;30+
Applied Scientist - Sponsored Brands;Amazon.com Services, Inc.;Palo Alto;3.6;30+
Sr Fraud Data Analyst;RELX Group;San Jose;4.3;19
Machine Learning Engineer;Upstart;San Mateo;3.5;30+
Sr Financial Data Analyst;LendingClub;San Francisco;3.6;30+
Data Scientist, SPG Systems Engineering;Apple;Santa Clara Valley;4.2;30+
Research Scientist, Machine Learning;Toyota Research Institute;Los Altos;3.8;30+
Staff Machine Learning Engineer;Intuit;Mountain View;4.2;1
Manager, ML Data Initiatives;Amazon.com Services, Inc.;Palo Alto;3.6;30+
Data Science Strategist, Connectivity, NA;Facebook;Menlo Park;4.2;30+
Machine Learning Engineer;Lyra Health;Burlingame;4.3;30+
Senior Data Analyst;ADARA, Inc.;Palo Alto;None;18
Lead Data Scientist;Albertsons Companies;Pleasanton;3.7;30+
DATA SCIENCE ENGINEER;CloudMedx;Palo Alto;None;30+
Machine Learning Researcher;PARC, a Xerox company;Palo Alto;None;19
Staff Data Scientist - NLP;Walmart;Sunnyvale;3.5;30+
Sr. Data Scientist;Synopsys;Mountain View;4.1;30+
Sr. Applied Scientist;Microsoft;Sunnyvale;4.2;12
Cyber Security Data Scientist;Wells Fargo;San Francisco;3.7;30+
Computational Neuroscientist / Machine Learning Scientist;Apple;Santa Clara Valley;4.2;30+
Senior Machine Learning Scientist;Netflix;Los Gatos;3.9;30+
Senior Data Scientist;Lattice Engines;San Mateo;4.1;30+
Machine Learning Engineer;Upstart Network, Inc.;San Mateo;None;30+
Senior Health Data Analyst I;Partnership HealthPlan of California;Fairfield;3.2;30+
Data Science Product Owner;IHS Markit;San Francisco;3.6;30+
Director, Data Science;Facebook;Menlo Park;4.2;30+
Machine Learning Engineer;Myra Labs;San Francisco;None;23
Director of Data Science, Lending Products;SoFi;San Francisco;3.2;10
